,7_v,7_t,7_dwell,36_v,36_t,36_dwell,65_v,65_t,65_dwell,94_v,94_t,94_dwell,123_v,123_t,123_dwell,152_v,152_t,152_dwell
0,0.0,7.205587170313074,0.0,0.0,4.910149009592655,0.0,0.0,8.965171392059167,0.0,0.0,4.707914357012754,0.0,0.0,7.254329378434105,0.0,0.0,4.579393124021583,0.0
1,4.222742503269054,1.4431694447400871,0.0,6.196826032294987,0.900799319353347,0.0,3.393949526948475,1.7955873843540762,0.0,6.463018843953194,0.8636980344355705,0.0,4.194369681578913,1.4529317671944246,0.0,6.644404265159528,0.8401199639992711,0.0
2,4.222742503269054,4.430192287772289,0.0,7.333674763593574,2.152314808363694,0.0,3.393949526948475,5.512032846301906,0.0,7.648702407573573,2.063667266983251,0.0,4.194369681578913,4.460160331930639,0.0,7.863364184272189,2.0073312673189543,0.0
3,4.222742503269054,1.7307394020569415,0.0,10.049991602065369,0.7272112380319159,0.0,3.393949526948475,2.153381120466871,0.0,10.481702208068034,0.6972595376276576,0.0,4.194369681578913,1.7424469920346035,0.0,10.775872473678286,0.6782250674365683,0.0
4,4.222742503269054,7.264513361542649,0.0,10.049991602065369,6.104715344673216,65.2048102799854,3.393949526948475,9.038487194278716,0.0,10.481702208068034,2.9266400369340646,0.0,4.194369681578913,14.627308351992701,70.46282317841542,10.775872473678286,5.6934915316199834,46.201439045602456
5,4.222742503269054,5.019253566178232,0.0,1.1920928955078125e-07,9.04486468348443,0.0,3.393949526948475,6.153343525698108,0.0,10.481702208068034,3.1754673305934857,0.0,0.0,8.160636122167023,0.0,0.0,7.744230807753393,0.0
6,10.240745359398362,1.7945614560271668,0.0,8.026202104316102,2.2503146636731888,0.0,8.403849950829402,2.4165449082513333,0.0,12.379787291337726,1.6404385899743963,0.0,8.895864482533927,2.282890083168211,0.0,9.374192845774587,1.926723781566788,0.0
7,12.392395166581577,3.1903044833542276,0.0,10.023078857339094,3.4251322302931944,0.0,8.403849950829402,4.704452612881384,0.0,12.379787291337726,3.1935535667164414,0.0,8.895864482533927,4.444257658945479,0.0,11.706442585912018,3.377244074730356,0.0
8,12.392395166581577,1.9035982650890457,0.0,13.062461321095538,1.8059492280604954,0.0,8.403849950829402,2.807063676461094,0.0,12.379787291337726,1.9055369356716534,0.0,8.895864482533927,2.651809948962158,0.0,11.706442585912018,2.0151418132603194,0.0
9,12.392395166581577,7.305788149462728,18.71229241346373,13.062461321095538,3.465511266443225,0.0,8.403849950829402,10.773183038868464,5.6807523003808456,12.379787291337726,7.313228541076798,31.51259580297483,8.895864482533927,5.088668668976973,0.0,11.706442585912018,3.866939639734176,0.0
