,5_v,5_t,5_dwell,30_v,30_t,30_dwell,59_v,59_t,59_dwell,92_v,92_t,92_dwell,121_v,121_t,121_dwell,150_v,150_t,150_dwell
0,0.0,7.655774255014088,0.0,0.0,4.888028312564438,0.0,0.0,5.05829161832775,0.0,0.0,5.445073422849617,0.0,0.0,4.938967024696944,0.0,0.0,6.06909954389075,0.0
1,3.9744300434620405,1.533335066180885,0.0,6.22486967329531,0.896741131142009,0.0,6.015339071168531,0.9279770609768896,0.0,5.588049387434597,0.9989347418071224,0.0,6.160668628266101,0.9060861748724643,0.0,5.013484946991824,1.2155482699473845,0.0
2,3.9744300434620405,4.706979633974147,0.0,7.3668631960607,2.539420208214855,0.0,7.118892818804742,2.627875113081391,0.0,6.613214015815513,2.386793585638875,0.0,7.290884044592947,2.1649468976415203,0.0,5.013484946991824,3.731448576993468,0.0
3,3.9744300434620405,1.8388716759956019,0.0,7.3668631960607,0.9920731036591516,0.0,7.118892818804742,1.026629705091613,0.0,9.062679688434873,0.806435523090907,0.0,9.991351645908939,0.7314792927081935,0.0,5.013484946991824,1.4577617989126546,0.0
4,3.9744300434620405,15.436763851213883,28.828275517622387,7.3668631960607,8.328149585770953,42.35558765864698,7.118892818804742,8.618241661489886,41.740984841031604,9.062679688434873,3.3848895019978227,0.0,9.991351645908939,3.070272213861352,0.0,5.013484946991824,6.118731712909265,0.0
5,4.214684867775986e-08,8.463273352696593,0.0,0.0,23.94411627320077,0.0,0.0,8.31880446667863,0.0,9.062679688434873,4.390850473793666,0.0,9.991351645908939,3.6893017830102344,0.0,5.013484946991824,4.4586712522985605,0.0
6,8.577758232780933,2.367551084708179,0.0,3.031889429777006,5.957169846485975,0.0,8.72672429371978,2.313540802570537,0.0,7.470771739107505,2.71836451675756,0.0,9.68606085755815,2.096650135388961,0.0,11.268476410137602,1.6356791965142599,0.0
7,8.577758232780933,4.609072998624833,0.0,3.786207529591877,9.067218363686194,0.0,8.829292687541974,4.428528929847283,0.0,7.470771739107505,5.292025407828291,0.0,9.68606085755815,4.081691664015556,0.0,13.56314198014737,2.914922952020362,0.0
8,8.577758232780933,2.75015234741054,0.0,4.934331068613819,4.5188160449939785,0.0,9.025626851532024,2.5971187945009286,0.0,7.470771739107505,3.157657972055878,0.0,9.68606085755815,2.435473231720911,0.0,13.56314198014737,1.9210017833182313,0.0
9,8.577758232780933,10.554763994801796,31.255186221758777,5.506519678358343,7.563143836331153,0.0,9.140767376834807,4.894242037802787,0.0,7.470771739107505,12.11872292336358,19.30025193081383,9.68606085755815,9.34706224572442,6.538069336362241,10.997107931390211,8.232729397248505,22.244405515943072
