,0_v,0_t,0_dwell,25_v,25_t,25_dwell,54_v,54_t,54_dwell,87_v,87_t,87_dwell,116_v,116_t,116_dwell,145_v,145_t,145_dwell
0,0.0,5.7858181423611725,0.0,0.0,4.865806418287804,0.0,0.0,5.362366858205025,0.0,0.0,5.50141573270111,0.0,0.0,4.960869720260387,0.0,0.0,4.8198294220866895,0.0
1,5.258951881379722,1.158811316623861,0.0,6.253298341407935,0.8926643776259703,0.0,5.674236770752445,0.983761675370166,0.0,5.530819825927219,1.0092711112871247,0.0,6.133468710299883,0.9101043692728811,0.0,6.312949388967804,0.8842295935078168,0.0
2,5.258951881379722,3.557279414833276,0.0,7.400507291411062,2.1328776760648167,0.0,6.715213044783601,2.350539988551356,0.0,6.545485312642164,2.411490674789095,0.0,7.258694121732262,2.1745477256229493,0.0,7.471101718272794,2.5039896358894334,0.0
3,5.258951881379722,1.389719282472478,0.0,10.141578202911766,0.720643936172574,0.0,9.202458096612576,0.7941863748163723,0.0,8.969864978203926,0.8147800276712437,0.0,9.947238910500081,0.7347231629707478,0.0,7.471101718272794,0.9782314725113824,0.0
4,5.258951881379722,5.833133679349049,0.0,10.141578202911766,3.0247924655892917,0.0,9.202458096612576,3.3334755796001936,0.0,8.969864978203926,6.839828561944423,43.42321389160497,9.947238910500081,6.167775724170258,45.05197929769929,7.471101718272794,4.105976667714807,0.0
5,5.258951881379722,6.97005538870107,0.0,10.141578202911766,4.184054816776324,0.0,9.202458096612576,4.406497598093987,0.0,0.0,22.622817928820943,0.0,0.0,13.386663659632045,0.0,7.471101718272794,5.1598250278469076,0.0
6,5.156447851562413,3.9384245498054566,0.0,7.209034112918689,2.8170598849008486,0.0,7.272284353143919,2.7925586820055286,0.0,3.208968629039952,6.3286006053791715,0.0,5.423002689832608,3.744840629797266,0.0,6.598350761661751,3.2098366295817105,0.0
7,5.156447851562413,7.667199397248464,0.0,7.209034112918689,5.484162405140278,0.0,7.272284353143919,5.436464244189057,0.0,3.208968629039952,12.32031796810384,0.0,5.423002689832608,7.29033639123325,0.0,6.055427702466163,7.266356694335209,0.0
8,5.156447851562413,4.5748822868934305,0.0,7.209034112918689,3.2723027204336166,0.0,7.272284353143919,3.243842071329924,0.0,3.208968629039952,7.3513158483136,0.0,5.423002689832608,4.350014795978411,0.0,4.826370569359388,5.39842922478283,0.0
9,5.156447851562413,17.557864505021218,1.566812036689953,7.209034112918689,12.558716234846043,0.04691906416337588,7.272284353143919,12.449487582582039,18.846819345257245,3.208968629039952,14.106746468655443,0.0,5.423002689832608,16.694849317726394,34.533295205634204,3.9132612595089658,23.135743952039334,2.5375516797066666
10,5.960464477539063e-08,7.346737952959293,0.0,0.0,12.952423081193848,0.0,0.0,8.218527228634715,0.0,3.208968629039952,4.577664821787552,0.0,5.960464477539063e-08,8.993208749814174,0.0,1.3978528201619156e-07,8.757254903776117,0.0
11,5.901166229957716,26.669096585024036,0.0,3.347197823486763,24.273388676132825,0.0,5.275193613181459,29.83374330712189,0.0,6.261869458516257,25.132873368509223,0.0,4.820784551577386,32.64588377000364,0.0,4.950674794611961,31.789357750241802,0.0
12,5.901166229957716,21.73351730548466,0.0,9.619988114236845,13.331939380623865,0.0,5.275193613181459,24.312491215650095,0.0,6.261869458516257,20.481598862924418,0.0,4.820784551577386,26.60419626912441,0.0,4.950674794611961,25.906185257999823,0.0
13,5.901166229957716,9.062304450731885,0.0,9.619988114236845,7.62445418847487,0.0,5.275193613181459,10.137668664260064,0.0,6.261869458516257,8.540287424472451,0.0,4.820784551577386,11.09324932862975,0.0,4.950674794611961,8.643846763199411,0.0
14,5.901166229957716,2.4084736390096926,0.0,4.408075709949317,6.448529457151991,15.3692652164209,5.275193613181459,2.694271404323993,0.0,6.261869458516257,2.269738038843607,0.0,4.820784551577386,2.948234494241578,0.0,7.423020958055509,1.848837556606752,0.0
15,5.901166229957716,18.195727712588237,0.0,8.429369735551973e-08,28.516572997084072,0.0,5.275193613181459,27.57413184980363,0.0,6.261869458516257,18.074697587379198,0.0,4.820784551577386,31.63257344282816,0.0,7.951832558391557,14.244566857411332,0.0
16,7.996809289286167,24.349141207863383,0.0,8.867958149335468,21.95718961661696,0.0,3.895857707013766,49.98012074379247,0.0,7.7291684043222855,25.19228827881331,0.0,3.1736259810159844,61.35424897638617,0.0,9.801166240080539,19.866558104169293,0.0
17,7.996809289286167,14.041621261290157,0.0,8.867958149335468,12.66223469348891,0.0,3.895857707013766,28.8224508653818,0.0,7.7291684043222855,14.52784587745944,0.0,3.1736259810159844,35.38166375326183,0.0,9.801166240080539,11.456612875285806,0.0
18,7.996809289286167,9.795417166504157,0.0,8.867958149335468,8.833158847891445,0.0,3.895857707013766,20.10650513454619,0.0,7.7291684043222855,10.134606841497847,0.0,3.1736259810159844,24.682203718428376,0.0,9.801166240080539,7.992118598009817,0.0
19,7.996809289286167,9.55941814778056,36.8385445707645,8.867958149335468,8.620343209721378,79.41050063519651,3.895857707013766,9.811041572016048,0.0,7.7291684043222855,9.890435686184775,38.448164392859326,3.1736259810159844,12.043770170401396,0.0,9.801166240080539,7.799566089567131,41.695095243732794
20,0.0,13.350977556552241,0.0,1.1920928955078125e-07,16.809465345316788,0.0,3.895857707013766,10.604452043772245,0.0,8.429369735551973e-08,26.527690334349817,0.0,3.1736259810159844,11.842278884544779,0.0,0.0,30.51012269721455,0.0
21,13.312459207693964,5.841556448708063,0.0,10.573467891417065,7.354775437110209,0.0,12.864493829378793,6.044970207477094,0.0,6.699955391072249,11.606865627268343,0.0,11.834831921153368,6.57089872090799,0.0,5.825422135082589,13.349329907705513,0.0
22,13.312459207693964,0.838695848015991,0.0,10.573467891417065,1.0559548086809216,0.0,12.864493829378793,0.867900782763586,0.0,6.699955391072249,1.6664445675642523,0.0,11.834831921153368,0.9434104631785152,0.0,5.825422135082589,1.9166172005175868,0.0
23,13.312459207693964,37.98827569688402,0.0,10.573467891417065,47.828903040970395,0.0,12.864493829378793,39.31109745107016,0.0,6.699955391072249,75.48070711922551,0.0,11.834831921153368,42.7312676643502,0.0,5.825422135082589,86.81214148238388,0.0
24,13.312459207693964,31.28534440311589,0.0,10.573467891417065,39.38961894452959,0.0,12.864493829378793,64.74951463010999,6.93111289927765,6.699955391072249,62.162334949290376,0.0,11.834831921153368,70.3828958349158,20.1500157589835,5.825422135082589,43.07298301974886,0.0
25,13.312459207693964,6.541484499145428,0.0,10.573467891417065,7.618615344095659,0.0,1.685873964873963e-07,13.968697932613031,0.0,6.699955391072249,8.463180876810176,0.0,0.0,11.070616162432655,0.0,13.513144268557468,5.0531707617465536,0.0
26,7.090103924420047,20.064493047251386,0.0,6.944551386848789,20.485029625559218,0.0,9.554437268273531,14.889347943934094,0.0,9.069889589703209,15.684793016369111,0.0,12.055611766620283,11.800258970656728,0.0,12.898599320616285,11.029053415779625,0.0
27,7.090103924420047,3.993549220907,0.0,6.944551386848789,4.077250988039074,0.0,9.554437268273531,2.963510901635105,0.0,9.069889589703209,3.121832820948802,0.0,12.055611766620283,2.3486720999024997,0.0,12.898599320616285,2.1951747084864475,0.0
28,7.090103924420047,1.836929119118929,0.0,6.944551386848789,1.875429762246522,0.0,9.554437268273531,1.3631381933496114,0.0,9.069889589703209,1.4359621721451143,0.0,12.055611766620283,1.080328282668129,0.0,12.898599320616285,1.0097234616420585,0.0
