,22_v,22_t,22_dwell,51_v,51_t,51_dwell,80_v,80_t,80_dwell,109_v,109_t,109_dwell,138_v,138_t,138_dwell
0,0.0,4.9246210457504604,0.0,0.0,9.096354658642632,0.0,0.0,5.318407812032407,0.0,0.0,6.8374424837671475,0.0,0.0,5.944498373669256,0.0
1,6.178615353834684,0.9863266451666902,0.0,3.3450036137477976,1.8218613961062955,0.0,5.7211369042163644,0.9756970975346752,0.0,4.45010532480955,1.369435667005022,0.0,5.118571373468114,1.0905575530268015,0.0
2,6.178615353834684,3.027791859485182,0.0,3.3450036137477976,5.592687910513361,0.0,6.770717318003634,2.7630102384405544,0.0,4.45010532480955,4.203846854350899,0.0,6.057607154311782,2.605711527887758,0.0
3,6.178615353834684,1.1828648356645801,0.0,3.3450036137477976,2.184890564874394,0.0,6.770717318003634,1.079422828023669,0.0,4.45010532480955,1.6423132267012341,0.0,8.30128182554052,0.8804022063993038,0.0
4,6.178615353834684,4.96489384442961,0.0,3.3450036137477976,9.170743257578131,0.0,6.770717318003634,9.061423744802584,40.80203827916557,4.45010532480955,6.893358043984036,0.0,8.30128182554052,7.390706635924792,42.08812370309897
5,6.178615353834684,4.752963318959334,0.0,3.3450036137477976,7.349666106900465,0.0,0.0,12.345700006774152,0.0,4.45010532480955,9.388355902316365,0.0,0.0,8.282795477969062,0.0
6,9.095206083938153,2.232855486831551,0.0,6.532440065756236,3.108835382178741,0.0,5.880258956092831,3.4536371544220144,0.0,3.2824427154876457,6.186941424008363,0.0,8.764663238053235,2.060715831103497,0.0
7,9.095206083938153,4.346851901383624,0.0,6.532440065756236,6.052181644450433,0.0,5.880258956092831,6.7234307459330065,0.0,3.2824427154876457,10.743936155383313,0.0,10.945265226474637,3.6121110856055947,0.0
8,9.095206083938153,2.5936896560334146,0.0,6.532440065756236,3.6112297551820896,0.0,5.880258956092831,4.011752223081883,0.0,4.077153113762129,5.510487477083063,0.0,10.945265226474637,2.1552828050564035,0.0
9,9.095206083938153,9.954278301039547,1.0328631052543642,6.532440065756236,13.859478669551304,38.15207065402501,5.880258956092831,15.396637193615728,18.068842676177155,4.484754353593118,9.369781002135191,0.0,10.945265226474637,4.135862031578732,0.0
10,1.1920928955078125e-07,11.285315624859894,0.0,0.0,5.661088217572849,0.0,0.0,7.193438869977249,0.0,5.177820868905623,3.792436664904718,0.0,10.945265226474637,2.0314302424436472,0.0
11,3.8416578181857934,40.96636910398905,0.0,7.658301845866593,20.550087384707403,0.0,6.02692580417923,26.11261151446296,0.0,6.25396459700697,17.897613575739445,0.0,10.396507402695276,20.709549260041893,0.0
12,3.8416578181857934,33.384831354369474,0.0,7.658301845866593,16.746936979318676,0.0,6.02692580417923,21.280019457414525,0.0,11.332600392233212,11.317181753732873,0.0,4.802159663871884,26.707379045768718,0.0
13,3.8416578181857934,13.920595618146267,0.0,7.658301845866593,9.577470325260057,0.0,6.02692580417923,8.873207789147052,0.0,11.332600392233212,4.718966798379807,0.0,4.802159663871884,11.13627382958278,0.0
14,3.8416578181857934,3.6996536331232392,0.0,3.5091908581742146,8.100330747847725,19.36408634528925,6.02692580417923,2.358217732564724,0.0,11.332600392233212,1.2541519873945348,0.0,4.802159663871884,2.9596690445748055,0.0
15,3.8416578181857934,25.97203916616126,0.0,0.0,81.92889593293111,0.0,6.02692580417923,18.809701688530094,0.0,11.332600392233212,13.39702116457383,0.0,4.802159663871884,17.517947221463494,0.0
16,5.895112432563668,33.029978787445216,0.0,3.086624998723226,63.08360707171296,0.0,7.4174010911581885,26.251167518673135,0.0,7.543519545017274,25.812279988828028,0.0,9.633537344881422,20.212247238615884,0.0
17,5.895112432563668,19.047671884705917,0.0,3.086624998723226,36.37894703288251,0.0,7.4174010911581885,15.138478553192282,0.0,7.543519545017274,14.885381640336977,0.0,9.633537344881422,11.655964296290941,0.0
18,5.895112432563668,13.28763172638398,0.0,3.086624998723226,25.377907268273756,0.0,7.4174010911581885,10.560583420911176,0.0,7.543519545017274,10.384023335801439,0.0,9.633537344881422,8.13118589623299,0.0
19,5.895112432563668,12.967495483559082,32.43841761725707,3.086624998723226,12.38324122236481,0.0,7.4174010911581885,10.306149288154844,33.1164241669685,7.543519545017274,10.13384314684205,4.26120170672948,9.633537344881422,7.935282867301047,10.756303826361545
20,0.0,27.811636619436076,0.0,3.086624998723226,19.04651302877597,0.0,8.429369824369815e-08,13.153639339654054,0.0,0.0,20.70111645342958,0.0,0.0,28.917220391855004,0.0
21,6.390646711536215,11.408468221960074,0.0,6.2449699150498965,12.452499049748646,0.0,13.512180044336304,5.75521356862496,0.0,8.585737126994127,9.057519556284559,0.0,6.146314953372941,11.998696355072866,0.0
22,7.2422933852206075,1.5295950283399093,0.0,6.2449699150498965,1.7878555727655523,0.0,13.512180044336304,0.8262992520629625,0.0,8.585737126994127,1.3004246576885456,0.0,6.816006890864695,1.627229915871076,0.0
23,7.356478260229713,53.96726498584441,0.0,6.2449699150498965,80.97995306056809,0.0,13.512180044336304,37.42677857503641,0.0,8.585737126994127,58.90203288374524,0.0,6.906828653734252,59.104941319372514,0.0
24,11.385155977416014,33.009212468711375,0.0,6.2449699150498965,66.69125341363782,0.0,13.512180044336304,30.822921971033725,0.0,8.585737126994127,48.50892416164022,0.0,10.205695588621914,37.054565017718325,0.0
25,13.84930676900138,6.453654172598957,0.0,6.2449699150498965,9.142872514882638,0.0,13.512180044336304,5.429713787371426,0.0,8.585737126994127,6.868314016786096,0.0,12.27384888672071,6.225928023469914,0.0
26,6.830922896576248,20.82578636147659,0.0,8.352526687282742,14.235518518437482,0.0,11.067946219772079,12.853273594849952,0.0,10.845967676452155,13.116334580701103,0.0,9.16280280093829,15.52574512257845,0.0
27,6.830922896576248,4.145073723158118,0.0,11.634007798491709,2.377773810508695,0.0,11.067946219772079,2.558259539871565,0.0,10.845967676452155,2.6106180516277746,0.0,9.16280280093829,3.0901766215701887,0.0
28,6.830922896576248,1.9066264622712101,0.0,12.182117081325762,1.0585089427221566,0.0,11.067946219772079,1.176733072038254,0.0,10.845967676452155,1.2008166301862786,0.0,9.16280280093829,1.42140114103655,0.0
29,6.830922896576248,5.80747830259126,0.0,12.426117824754234,3.1031849168807626,0.0,11.067946219772079,7.168527076937644,2.8286402225203346,10.845967676452155,3.6576207574976913,0.0,9.16280280093829,4.329508925421605,0.0
30,6.830922896576248,0.7705857958573993,0.0,13.141444258149967,0.42542000640857375,0.0,1.1920928955078125e-07,6.262133370009782,0.0,10.845967676452155,0.5204044902080279,0.0,9.16280280093829,0.6157027474611642,0.0
31,7.63140506657844,8.200417344517117,0.0,13.054936578568654,4.987362846296109,0.0,1.7796592787860726,15.63816453347206,0.0,10.569036830875207,7.2411571879417655,0.0,8.937594751926655,8.469958292580767,0.0
32,7.63140506657844,1.391644473637193,0.0,12.040773679401262,0.8820199573354043,0.0,6.22392788607044,1.706350536412781,0.0,6.715688482149972,1.5814019240497574,0.0,5.839504333867666,1.8186822168101218,0.0
33,7.63140506657844,14.291763168284062,0.0,12.040773679401262,9.058075233102922,0.0,6.22392788607044,17.523698193367487,0.0,6.715688482149972,16.240514154680604,0.0,5.839504333867666,18.67731019912516,0.0
34,2.4440611755043715,6.733685556755814,45.0,3.8562213925375914,4.267789089119285,89.0,1.993297482281851,8.25643905837077,42.0,2.150790495696186,7.651856165958935,56.0,1.8701806157688878,8.79997334891343,62.0
35,5.960464477539063e-08,12.00710508934141,0.0,5.960464477539063e-08,33.69636121584592,0.0,7.884953356906976e-08,23.00241944793935,0.0,4.214684867775986e-08,10.192495312672737,0.0,2.9802322387695312e-08,24.778065717160782,0.0
36,10.711789885151736,3.177163599368422,0.0,3.816957704403336,8.916291859332242,0.0,5.59148075875264,5.442692096065975,0.0,12.618851732229256,2.697005213260766,0.0,5.190783989813969,6.556448693293949,0.0
37,10.711789885151736,4.239287444505759,0.0,3.816957704403336,11.897002766344789,0.0,6.914502790008597,5.94595764229499,0.0,12.618851732229256,3.598612404037282,0.0,5.190783989813969,8.748265475392088,0.0
38,10.711789885151736,3.1183178522620834,0.0,3.816957704403336,8.751149008021446,0.0,8.35985976020301,3.787098092863714,0.0,12.618851732229256,2.6470527063279876,0.0,5.190783989813969,6.435013611449892,0.0
39,10.711789885151736,28.537709748583453,25.667523580501438,3.816957704403336,40.043664916383655,0.0,9.280436218130454,13.928741550791246,0.0,12.618851732229256,12.112431349419973,0.0,5.190783989813969,29.445450940564747,0.0
40,0.0,23.422500686988613,0.0,3.816957704403336,43.65520828568713,0.0,12.666266541452808,19.117950403536582,0.0,12.618851732229256,12.790883584346236,0.0,5.190783989813969,18.778507509060876,0.0
41,13.294232499904767,3.2725284644101933,0.0,3.315849172252815,13.120546806677359,0.0,3.621262366688075,12.013974648353031,0.0,11.725374982732369,3.7103934272886914,0.0,11.391160539683852,3.81925565150826,0.0
42,13.294232499904767,1.2621751024042625,0.0,3.315849172252815,5.060438034204416,0.0,3.621262366688075,4.6336463829047725,0.0,11.725374982732369,1.4310543834772274,0.0,11.391160539683852,1.4730412418030123,0.0
43,13.294232499904767,3.9646780943401416,0.0,3.315849172252815,15.895581986808947,0.0,3.621262366688075,14.554966483039495,0.0,11.725374982732369,4.495152816098236,0.0,11.391160539683852,4.627039728728118,0.0
44,13.294232499904767,6.96770711066064,90.0,3.315849172252815,27.935624785197458,58.0,3.621262366688075,25.579565615699877,24.0,11.725374982732369,7.899987715256552,72.0,11.391160539683852,8.131771824096605,74.0
45,0.0,15.647942774834927,0.0,0.0,8.669439948040997,0.0,0.0,12.197212770471278,0.0,0.0,8.004841831299348,0.0,0.0,8.585372783315123,0.0
